,planet_type,radius,orbital_radius,orbital_days,eccentricity,detection_method
1264,Neptune-like,0.202 x Jupiter,0.0999,10.0,0.41,Transit
1265,Super Earth,1.86 x Earth,Unknown,15.9,0.0,Transit
1266,Super Earth,1.273 x Earth,Unknown,6.4,0.0,Transit
1267,Super Earth,2.02 x Earth,0.0667,7.6,0.0,Transit
1268,Neptune-like,0.227 x Jupiter,0.1229,19.1,0.0,Transit
1269,Super Earth,1.418 x Earth,Unknown,7.6,0.0,Transit
1270,Super Earth,1.802 x Earth,Unknown,12.4,0.0,Transit
1271,Neptune-like,0.24 x Jupiter,Unknown,5.6,0.0,Transit
1272,Super Earth,1.666 x Earth,Unknown,14.3,0.0,Transit
1273,Neptune-like,0.286 x Jupiter,Unknown,29.6,0.0,Transit
1274,Super Earth,1.608 x Earth,Unknown,5.9,0.0,Transit
1275,Neptune-like,0.232 x Jupiter,0.126,19.6,0.0,Transit
1276,Super Earth,2.038 x Earth,Unknown,9.5,0.0,Transit
1277,Super Earth,1.491 x Earth,Unknown,5.3,0.0,Transit
1278,Neptune-like,2.116 x Earth,Unknown,14.2,0.0,Transit
1279,Neptune-like,0.317 x Jupiter,Unknown,8.7,0.0,Transit
1280,Neptune-like,0.224 x Jupiter,Unknown,5.2,0.0,Transit
1281,Neptune-like,2.23 x Earth,0.119,18.0,0.18,Transit
1282,Super Earth,0.225 x Jupiter,0.0734,8.9,0.0,Transit
1283,Neptune-like,0.253 x Jupiter,0.0706,6.9,0.0,Transit
1284,Neptune-like,0.24 x Jupiter,0.0526,4.7,0.04,Transit
1285,Super Earth,1.1 x Earth,Unknown,0.5,0.0,Transit
1286,Neptune-like,0.205 x Jupiter,0.0932,10.8,0.0,Transit
1287,Neptune-like,0.205 x Jupiter,0.1527,22.6,0.0,Transit
1288,Super Earth,1.47 x Earth,0.1685,17.0,0.0,Transit
1289,Super Earth,1.15 x Earth,Unknown,10.6,0.0,Transit
1290,Neptune-like,0.213 x Jupiter,Unknown,52.7,0.0,Transit
1291,Neptune-like,0.283 x Jupiter,Unknown,41.5,0.0,Transit
1292,Super Earth,1.2 x Earth,0.0164,0.8,0.0,Transit
1293,Super Earth,1.4 x Earth,0.0392,2.9,0.0,Transit
1294,Neptune-like,0.214 x Jupiter,0.072,7.1,0.0,Transit
1295,Super Earth,1.9 x Earth,0.1106,13.6,0.0,Transit
1296,Super Earth,1.35 x Earth,0.0289,1.7,0.0,Transit
1297,Neptune-like,0.252 x Jupiter,0.0785,7.8,0.0,Transit
1298,Super Earth,1.52 x Earth,0.0361,2.6,0.0,Transit
1299,Neptune-like,0.223 x Jupiter,0.068,6.7,0.0,Transit
1300,Super Earth,0.211 x Jupiter,0.1429,32.9,0.2,Transit
1301,Neptune-like,0.236 x Jupiter(estimate),0.06,9.0,< 0.47,Radial Velocity
1302,Super Earth,1.357 x Earth,Unknown,10.1,0.0,Transit
1303,Super Earth,1.093 x Earth,Unknown,21.6,0.0,Transit
1304,Super Earth,1.579 x Earth,Unknown,2.9,0.0,Transit
1305,Super Earth,1.52 x Earth,0.049,4.2,0.0,Transit
1306,Neptune-like,0.352 x Jupiter,0.1184,14.8,0.0,Transit
1307,Neptune-like,0.325 x Jupiter,Unknown,39.7,0.0,Transit
1308,Neptune-like,0.279 x Jupiter,0.1208,15.9,0.0,Transit
1309,Neptune-like,0.23 x Jupiter,Unknown,28.5,0.0,Transit
1310,Neptune-like,0.321 x Jupiter,Unknown,48.3,0.0,Transit
1311,Neptune-like,0.228 x Jupiter,0.0806,8.4,0.0,Transit
1312,Neptune-like,0.374 x Jupiter,Unknown,17.0,0.0,Transit
1313,Super Earth,1.423 x Earth,Unknown,3.4,0.0,Transit
1314,Neptune-like,0.218 x Jupiter,Unknown,7.5,0.0,Transit
1315,Super Earth,1.73 x Earth,0.0382,3.2,0.02,Transit
1316,Neptune-like,0.254 x Jupiter,0.0662,7.4,0.03,Transit
1317,Neptune-like,0.624 x Jupiter,0.074,7.9,0.2,Transit
1318,Neptune-like,0.366 x Jupiter,0.0971,11.9,0.21,Transit
1319,Super Earth,1.11 x Earth,0.0344,2.5,0.0,Transit
1320,Super Earth,1.364 x Earth,Unknown,2.8,0.0,Transit
1321,Super Earth,1.4 x Earth,Unknown,1.1,0.0,Transit
1322,Neptune-like,0.293 x Jupiter,Unknown,22.8,0.0,Transit
1323,Neptune-like,0.205 x Jupiter,Unknown,3.4,0.0,Transit
1324,Super Earth,1.371 x Earth,Unknown,9.7,0.0,Transit
1325,Neptune-like,0.272 x Jupiter,Unknown,7.1,0.0,Transit
1326,Super Earth,1.996 x Earth,Unknown,26.7,0.0,Transit
1327,Neptune-like,0.249 x Jupiter,Unknown,18.3,0.0,Transit
1328,Neptune-like,0.232 x Jupiter,Unknown,12.5,0.0,Transit
1329,Super Earth,1.679 x Earth,Unknown,4.2,0.0,Transit
1330,Terrestrial,0.869 x Earth,Unknown,2.1,0.0,Transit
1331,Terrestrial,0.86 x Earth,Unknown,0.6,0.0,Transit
1332,Super Earth,1.3 x Earth,Unknown,0.7,0.0,Transit
1333,Neptune-like,0.225 x Jupiter,0.0785,9.8,0.0,Transit
1334,Super Earth,1.514 x Earth,Unknown,8.1,0.0,Transit
1335,Neptune-like,0.217 x Jupiter,0.0834,8.6,0.0,Transit
1336,Neptune-like,2.124 x Earth,Unknown,8.3,0.0,Transit
1337,Super Earth,1.75 x Earth,0.028,2.2,0.0,Transit
1338,Neptune-like,0.319 x Jupiter,Unknown,14.1,0.0,Transit
1339,Neptune-like,0.229 x Jupiter,Unknown,8.7,0.0,Transit
1340,Super Earth,1.348 x Earth,Unknown,3.9,0.0,Transit
1341,Super Earth,1.438 x Earth,Unknown,6.7,0.0,Transit
1342,Neptune-like,0.23 x Jupiter,Unknown,11.1,0.0,Transit
1343,Neptune-like,1.84 x Earth,0.076,9.3,0.1,Transit
1344,Super Earth,0.222 x Jupiter,0.107,15.5,0.21,Transit
1345,Neptune-like,0.213 x Jupiter,0.1104,13.7,0.0,Transit
1346,Super Earth,1.679 x Earth,Unknown,2.4,0.0,Transit
1347,Neptune-like,0.213 x Jupiter,0.1211,15.4,0.0,Transit
1348,Terrestrial,0.89 x Earth,0.0127,0.5,0.0,Transit
1349,Super Earth,1.5 x Earth,0.0549,4.6,0.0,Transit
1350,Super Earth,1.56 x Earth,0.0516,4.5,0.0,Transit
1351,Neptune-like,0.215 x Jupiter,0.0886,10.1,0.0,Transit
1352,Neptune-like,0.311 x Jupiter,0.134,15.9,0.0,Transit
1353,Super Earth,1.54 x Earth,0.0413,3.3,0.0,Transit
1354,Super Earth,1.666 x Earth,Unknown,13.6,0.0,Transit
1355,Super Earth,1.21 x Earth,0.0338,2.7,0.0,Transit
1356,Super Earth,1.0 x Earth,0.0131,0.6,0.0,Transit
1357,Super Earth,2.03 x Earth,0.0769,8.3,0.0,Transit
1358,Neptune-like,0.205 x Jupiter,0.009,0.4,0.19,Transit
1359,Super Earth,1.96 x Earth,0.0409,2.9,0.0,Transit
1360,Neptune-like,0.223 x Jupiter,Unknown,13.8,0.0,Transit
1361,Gas Giant,1.0 x Jupiter,0.10356,11.2,0.26,Transit
1362,Super Earth,1.343 x Earth,0.03308,2.5,0.08,Transit
1363,Super Earth,1.281 x Earth,0.06666,7.1,< 0.2002,Transit
1364,Super Earth,0.21 x Jupiter,0.15224,24.4,< 0.1999,Transit
1365,Gas Giant,1.445 x Jupiter,0.03558,2.2,0.04,Transit
1366,Gas Giant,1.3 x Jupiter,0.046,3.2,0.0,Transit
1367,Super Earth,1.1 x Earth,0.0441,5.2,0.0,Transit
1368,Terrestrial,1.0 x Earth,0.0576,7.8,0.0,Transit
1369,Super Earth,1.1 x Earth,0.0685,10.1,0.0,Transit
1370,Super Earth,2.0 x Earth,0.0513,6.0,0.0,Transit
1371,Super Earth,1.8 x Earth,0.1159,20.5,0.0,Transit
1372,Neptune-like,0.227 x Jupiter,0.1567,26.8,0.0,Transit
1373,Neptune-like,0.227 x Jupiter,0.0494,6.5,0.0,Transit
1374,Neptune-like,2.17 x Earth,0.1087,11.5,0.0,Transit
1375,Super Earth,2.01 x Earth,0.1817,24.9,0.0,Transit
1376,Super Earth,1.75 x Earth,0.1418,21.1,0.0,Transit
1377,Neptune-like,0.387 x Jupiter,0.0959,11.9,0.0,Transit
1378,Neptune-like,0.311 x Jupiter,0.0602,5.8,0.0,Transit
1379,Neptune-like,2.12 x Earth,0.0304,2.3,0.0,Transit
1380,Neptune-like,2.19 x Earth,0.0615,6.5,0.0,Transit
1381,Neptune-like,0.229 x Jupiter,0.0699,7.2,0.0,Transit
1382,Neptune-like,0.249 x Jupiter,0.1151,12.4,0.0,Transit
1383,Neptune-like,0.482 x Jupiter,0.154,20.9,0.06,Transit
1384,Neptune-like,0.669 x Jupiter,0.247,42.3,< 0.07,Transit
1385,Neptune-like,0.218 x Jupiter,0.0459,4.0,0.0,Transit
1386,Neptune-like,0.21 x Jupiter,0.0694,9.3,0.0,Transit
1387,Super Earth,1.74 x Earth,0.1041,13.8,0.0,Transit
1388,Gas Giant,1.13 x Jupiter,0.0506,4.0,0.0,Transit
1389,Super Earth,1.63 x Earth,0.0448,4.1,0.0,Transit
1390,Neptune-like,2.19 x Earth,0.0923,12.1,0.0,Transit
1391,Neptune-like,0.259 x Jupiter,0.0274,2.0,0.0,Transit
1392,Neptune-like,0.235 x Jupiter,0.0578,5.5,0.0,Transit
1393,Terrestrial,0.83 x Earth,0.0216,1.6,0.0,Transit
1394,Neptune-like,0.268 x Jupiter,0.149,19.1,0.0,Transit
1395,Neptune-like,0.207 x Jupiter,0.1271,15.5,0.0,Transit
1396,Neptune-like,0.306 x Jupiter,0.0287,3.5,0.43,Transit
1397,Gas Giant,1.552 x Jupiter,0.0404,2.6,0.0,Transit
1398,Gas Giant,0.85 x Jupiter,0.1034,11.6,0.29,Transit
1399,Super Earth,0.215 x Jupiter,0.2573,50.8,< 0.14,Transit
1400,Neptune-like,2.231 x Earth,0.05023,5.8,< 0.5,Transit
1401,Neptune-like,0.238 x Jupiter,0.11283,19.7,< 0.45,Transit
1402,Super Earth,1.71 x Earth,0.03376,2.4,0.08,Transit
1403,Neptune-like,0.294 x Jupiter,0.01306,0.7,0.0,Transit
1404,Terrestrial,0.705 x Earth,0.0679,7.8,0.04,Transit
1405,Neptune-like,0.261 x Jupiter,0.1035,14.7,0.05,Transit
1406,Neptune-like,0.244 x Jupiter,0.1249,19.5,0.04,Transit
1407,Super Earth,1.5 x Earth,0.0308,2.2,0.0,Transit
1408,Neptune-like,0.24 x Jupiter,0.0819,9.3,0.0,Transit
1409,Super Earth,1.49 x Earth,Unknown,4.5,0.0,Transit
1410,Super Earth,1.33 x Earth,Unknown,6.1,0.0,Transit
1411,Neptune-like,2.23 x Earth,Unknown,26.3,0.0,Transit
1412,Super Earth,1.57 x Earth,0.0531,4.1,0.0,Transit
1413,Neptune-like,0.238 x Jupiter,0.0962,14.6,0.0,Transit
1414,Super Earth,1.38 x Earth,0.0247,1.5,0.0,Transit
1415,Neptune-like,0.263 x Jupiter,0.0497,4.4,0.0,Transit
1416,Gas Giant,0.649 x Jupiter,0.077,8.6,0.0,Transit
1417,Neptune-like,0.279 x Jupiter,0.1007,14.5,0.0,Transit
1418,Neptune-like,0.272 x Jupiter,0.0729,11.7,0.0,Transit
1419,Super Earth,2.08 x Earth,0.0964,14.1,0.0,Transit
1420,Neptune-like,0.209 x Jupiter,0.0277,3.3,0.0,Transit
1421,Neptune-like,2.21 x Earth,0.0881,8.4,0.0,Transit
1422,Neptune-like,0.336 x Jupiter,0.1291,18.7,0.0,Transit
1423,Super Earth,2.07 x Earth,0.0675,6.3,0.0,Transit
1424,Neptune-like,0.266 x Jupiter,0.0488,3.3,0.0,Transit
1425,Super Earth,1.21 x Earth,0.067,7.1,0.0,Transit
1426,Neptune-like,0.4 x Jupiter,0.06702,6.8,0.25,Transit
1427,Neptune-like,0.669 x Jupiter,0.1461,19.9,0.35,Transit
1428,Gas Giant,0.73 x Jupiter,0.0773,8.7,0.0,Transit
1429,Neptune-like,0.223 x Jupiter,0.0499,4.2,0.0,Transit
1430,Neptune-like,0.314 x Jupiter,0.0291,1.9,0.0,Transit
1431,Neptune-like,0.248 x Jupiter,0.04771,4.8,0.08,Transit
1432,Super Earth,0.231 x Jupiter,0.03817,3.5,0.0,Transit
1433,Neptune-like,0.315 x Jupiter,0.0824,7.1,0.0,Transit
1434,Neptune-like,0.221 x Jupiter,0.1178,10.5,0.0,Transit
1435,Neptune-like,1.95 x Earth,0.18041,14.8,0.0,Transit
1436,Neptune-like,2.1 x Earth,0.1768,27.4,0.0,Transit
1437,Gas Giant,0.847 x Jupiter,0.1206,14.9,0.48,Transit
1438,Super Earth,1.9 x Earth,0.164,31.4,0.0,Transit
1439,Gas Giant,0.812 x Jupiter,0.107,13.2,0.0,Transit
1440,Neptune-like,0.207 x Jupiter,0.0214,2.3,0.0,Transit
1441,Super Earth,0.273 x Jupiter,0.0923,9.2,0.0,Transit
1442,Gas Giant,1.006 x Jupiter,0.305,48.4,0.0,Transit
1443,Super Earth,1.589 x Earth,0.03261,2.2,0.0,Transit
1444,Neptune-like,0.235 x Jupiter,0.13,17.0,0.04,Transit
1445,Neptune-like,0.219 x Jupiter,Unknown,13.1,0.0,Transit
1446,Super Earth,1.66 x Earth,Unknown,2.5,0.0,Transit
1447,Gas Giant,0.897 x Jupiter,0.0451,4.0,0.0,Transit
1448,Gas Giant,1.19 x Jupiter,0.04217,3.3,0.07,Transit
1449,Gas Giant,0.884 x Jupiter,Unknown,3.4,0.0,Transit
1450,Gas Giant,1.039 x Jupiter,0.04839,4.1,0.0,Transit
1451,Terrestrial,0.95 x Earth,Unknown,3.1,0.0,Transit
1452,Super Earth,1.33 x Earth,0.0147,1.1,0.0,Transit
1453,Super Earth,1.83 x Earth,0.0582,5.3,0.0,Transit
1454,Neptune-like,0.261 x Jupiter,0.0542,6.2,0.0,Transit
1455,Super Earth,1.66 x Earth,0.0911,7.0,0.0,Transit
1456,Neptune-like,0.249 x Jupiter,0.1516,26.7,0.0,Transit
1457,Gas Giant,1.06 x Jupiter,0.022,1.3,0.0,Transit
1458,Neptune-like,0.234 x Jupiter,0.0142,2.0,0.0,Transit
1459,Super Earth,1.95 x Earth,0.041,2.3,0.0,Transit
1460,Super Earth,1.92 x Earth,0.0594,8.2,0.0,Transit
1461,Neptune-like,2.1 x Earth,0.1275,24.9,0.0,Transit
1462,Neptune-like,0.217 x Jupiter,0.0331,3.3,0.0,Transit
1463,Neptune-like,2.2 x Earth,0.0419,6.9,0.0,Transit
1464,Neptune-like,0.203 x Jupiter,0.0198,1.3,0.0,Transit
1465,Gas Giant,0.774 x Jupiter,0.1016,12.5,0.07,Transit
1466,Neptune-like,0.473 x Jupiter,0.0795,9.0,0.03,Transit
1467,Neptune-like,0.28 x Jupiter,0.13843,20.7,0.05,Transit
1468,Neptune-like,0.311 x Jupiter,0.18422,31.7,0.05,Transit
1469,Super Earth,1.212 x Earth,0.04899,4.3,0.04,Transit
1470,Neptune-like,0.247 x Jupiter,Unknown,13.8,0.0,Transit
1471,Super Earth,1.79 x Earth,Unknown,9.4,0.0,Transit
1472,Neptune-like,0.243 x Jupiter,Unknown,23.0,0.0,Transit
1473,Neptune-like,2.2 x Earth,Unknown,17.7,0.0,Transit
1474,Neptune-like,0.551 x Jupiter,Unknown,14.8,0.0,Transit
1475,Neptune-like,0.504 x Jupiter,Unknown,5.1,0.0,Transit
1476,Neptune-like,2.21 x Earth,Unknown,12.3,0.0,Transit
1477,Super Earth,1.22 x Earth,Unknown,21.2,0.0,Transit
1478,Neptune-like,0.234 x Jupiter,Unknown,16.3,0.0,Transit
1479,Super Earth,1.03 x Earth,Unknown,3.9,0.0,Transit
1480,Super Earth,1.92 x Earth,Unknown,19.5,0.0,Transit
1481,Neptune-like,0.45 x Jupiter,0.0409,5.4,0.0,Transit
1482,Neptune-like,0.3 x Jupiter,Unknown,29.7,0.0,Transit
1483,Neptune-like,0.286 x Jupiter,Unknown,36.6,0.0,Transit
1484,Super Earth,2.03 x Earth,Unknown,11.6,0.0,Transit
1485,Super Earth,1.65 x Earth,Unknown,2.8,0.0,Transit
1486,Super Earth,2.02 x Earth,Unknown,7.7,0.0,Transit
1487,Super Earth,1.59 x Earth,Unknown,3.4,0.0,Transit
1488,Neptune-like,2.11 x Earth,Unknown,10.4,0.0,Transit
1489,Neptune-like,0.202 x Jupiter,Unknown,26.2,0.0,Transit
1490,Neptune-like,0.215 x Jupiter,Unknown,7.2,0.0,Transit
1491,Neptune-like,0.291 x Jupiter,Unknown,4.7,0.0,Transit
1492,Neptune-like,0.238 x Jupiter,Unknown,12.6,0.0,Transit
1493,Super Earth,1.38 x Earth,Unknown,9.0,0.0,Transit
1494,Gas Giant,1.227 x Jupiter,0.0442,3.0,0.0,Transit
1495,Super Earth,1.54 x Earth,Unknown,4.2,0.0,Transit
1496,Neptune-like,0.244 x Jupiter,Unknown,20.0,0.0,Transit
1497,Neptune-like,0.227 x Jupiter,Unknown,7.8,0.0,Transit
1498,Super Earth,1.37 x Earth,Unknown,3.7,0.0,Transit
1499,Super Earth,1.92 x Earth,Unknown,8.2,0.0,Transit
1500,Neptune-like,2.23 x Earth,Unknown,14.9,0.0,Transit
1501,Neptune-like,0.495 x Jupiter,Unknown,15.5,0.0,Transit
1502,Super Earth,1.56 x Earth,Unknown,3.8,0.0,Transit
1503,Neptune-like,0.201 x Jupiter,0.0632,5.7,0.0,Transit
1504,Neptune-like,0.204 x Jupiter,0.1599,21.0,0.0,Transit
1505,Neptune-like,0.332 x Jupiter,0.145,16.3,0.0,Transit
1506,Neptune-like,0.239 x Jupiter,0.0863,11.3,0.0,Transit
1507,Super Earth,1.32 x Earth,0.031,2.4,0.13,Transit
1508,Super Earth,1.93 x Earth,0.055,5.6,0.12,Transit
1509,Neptune-like,0.259 x Jupiter,Unknown,23.4,0.0,Transit
1510,Neptune-like,0.21 x Jupiter,Unknown,15.9,0.0,Transit
1511,Neptune-like,0.215 x Jupiter,Unknown,20.6,0.0,Transit
1512,Super Earth,1.332 x Earth,Unknown,5.0,0.0,Transit
1513,Super Earth,1.361 x Earth,Unknown,9.7,0.0,Transit
1514,Super Earth,1.948 x Earth,Unknown,20.2,0.0,Transit
1515,Super Earth,1.313 x Earth,Unknown,5.8,0.0,Transit
1516,Super Earth,1.43 x Earth,0.0223,1.4,0.0,Transit
1517,Neptune-like,0.285 x Jupiter,0.054,5.3,0.0,Transit
1518,Neptune-like,0.286 x Jupiter,Unknown,2.1,0.0,Transit
1519,Gas Giant,1.162 x Jupiter,Unknown,3.1,0.0,Transit
1520,Neptune-like,0.263 x Jupiter,Unknown,9.8,0.0,Transit
1521,Super Earth,2.061 x Earth,Unknown,11.0,0.0,Transit
1522,Super Earth,1.593 x Earth,Unknown,4.5,0.0,Transit
1523,Neptune-like,2.213 x Earth,Unknown,16.4,0.0,Transit
1524,Neptune-like,0.2 x Jupiter,Unknown,14.5,0.0,Transit
1525,Super Earth,1.736 x Earth,Unknown,5.8,0.0,Transit
1526,Super Earth,1.693 x Earth,Unknown,12.8,0.0,Transit
1527,Neptune-like,0.257 x Jupiter,Unknown,2.1,0.0,Transit
1528,Neptune-like,2.181 x Earth,Unknown,8.8,0.0,Transit
1529,Super Earth,1.61 x Earth,0.0511,4.4,0.0,Transit
1530,Neptune-like,0.245 x Jupiter,0.0654,6.4,0.0,Transit
1531,Neptune-like,0.244 x Jupiter,0.1103,14.1,0.0,Transit
1532,Neptune-like,0.243 x Jupiter,Unknown,9.4,0.0,Transit
1533,Super Earth,1.075 x Earth,Unknown,7.9,0.0,Transit
1534,Super Earth,2.0 x Earth,Unknown,16.0,0.0,Transit
1535,Super Earth,1.689 x Earth,Unknown,26.8,0.0,Transit
1536,Super Earth,2.072 x Earth,Unknown,21.7,0.0,Transit
1537,Super Earth,1.564 x Earth,Unknown,1.9,0.0,Transit
1538,Super Earth,1.076 x Earth,Unknown,2.2,0.0,Transit
1539,Super Earth,1.191 x Earth,Unknown,4.2,0.0,Transit
1540,Super Earth,1.392 x Earth,Unknown,6.7,0.0,Transit
1541,Super Earth,1.345 x Earth,Unknown,9.7,0.0,Transit
1542,Neptune-like,2.222 x Earth,Unknown,13.6,0.0,Transit
1543,Super Earth,1.539 x Earth,Unknown,2.4,0.0,Transit
1544,Neptune-like,0.207 x Jupiter,Unknown,7.5,0.0,Transit
1545,Gas Giant,0.653 x Jupiter,Unknown,28.7,0.0,Transit
1546,Neptune-like,0.327 x Jupiter,Unknown,6.3,0.0,Transit
1547,Neptune-like,2.184 x Earth,Unknown,8.6,0.0,Transit
1548,Super Earth,2.04 x Earth,Unknown,20.9,0.0,Transit
1549,Super Earth,1.906 x Earth,0.05073,4.0,0.0,Transit
1550,Super Earth,0.216 x Jupiter,0.0964,10.6,0.0,Transit
1551,Neptune-like,0.416 x Jupiter,Unknown,3.3,0.0,Transit
1552,Super Earth,1.371 x Earth,Unknown,4.6,0.0,Transit
1553,Super Earth,1.85 x Earth,Unknown,15.4,0.0,Transit
1554,Neptune-like,0.21 x Jupiter,Unknown,10.4,0.0,Transit
1555,Super Earth,1.692 x Earth,Unknown,5.1,0.0,Transit
1556,Neptune-like,0.232 x Jupiter,Unknown,4.8,0.0,Transit
1557,Neptune-like,0.303 x Jupiter,Unknown,8.5,0.0,Transit
1558,Super Earth,1.579 x Earth,Unknown,0.7,0.0,Transit
1559,Neptune-like,0.279 x Jupiter,Unknown,25.8,0.0,Transit
1560,Neptune-like,0.216 x Jupiter,Unknown,3.6,0.0,Transit
1561,Neptune-like,0.203 x Jupiter,Unknown,6.4,0.0,Transit
1562,Neptune-like,0.455 x Jupiter,Unknown,18.8,0.0,Transit
1563,Neptune-like,0.54 x Jupiter,Unknown,0.8,0.0,Transit
1564,Neptune-like,0.56 x Jupiter,0.05708,4.6,0.0,Transit
1565,Super Earth,1.98 x Earth,0.074,10.1,0.0,Transit
1566,Super Earth,1.56 x Earth,0.1345,24.6,0.0,Transit
1567,Super Earth,1.53 x Earth,0.2097,44.6,0.0,Transit
1568,Super Earth,1.163 x Earth,Unknown,3.9,0.0,Transit
1569,Neptune-like,0.202 x Jupiter,Unknown,6.3,0.0,Transit
1570,Neptune-like,0.239 x Jupiter,Unknown,17.3,0.0,Transit
1571,Neptune-like,0.476 x Jupiter,Unknown,33.6,0.0,Transit
1572,Neptune-like,0.226 x Jupiter,Unknown,13.1,0.0,Transit
1573,Neptune-like,0.408 x Jupiter,Unknown,3.4,0.0,Transit
1574,Neptune-like,0.411 x Jupiter,Unknown,22.5,0.0,Transit
1575,Super Earth,1.283 x Earth,Unknown,4.9,0.0,Transit
1576,Super Earth,1.36 x Earth,Unknown,9.2,0.0,Transit
1577,Super Earth,1.677 x Earth,Unknown,21.0,0.0,Transit
1578,Neptune-like,0.221 x Jupiter,Unknown,1.9,0.0,Transit
1579,Neptune-like,2.15 x Earth,0.0617,6.7,0.0,Transit
1580,Neptune-like,0.402 x Jupiter,0.03784,3.5,0.07,Transit
1581,Neptune-like,0.216 x Jupiter,Unknown,2.2,0.0,Transit
1582,Neptune-like,0.217 x Jupiter,0.06,5.7,0.0,Transit
1583,Neptune-like,0.599 x Jupiter,0.0224,1.7,0.1,Transit
1584,Super Earth,2.05 x Earth,0.13821,19.2,0.0,Transit
1585,Super Earth,1.89 x Earth,0.1779,31.6,0.0,Transit
1586,Neptune-like,0.2 x Jupiter,0.1344,20.5,0.0,Transit
1587,Super Earth,1.93 x Earth,0.0309,2.8,0.0,Transit
1588,Neptune-like,2.1 x Earth,0.078,10.0,0.08,Transit
1589,Super Earth,1.59 x Earth,0.0705,8.8,0.0,Transit
1590,Gas Giant,1.606 x Jupiter,0.054,3.5,0.0,Transit
1591,Neptune-like,0.232 x Jupiter,0.098,12.2,0.0,Transit
1592,Super Earth,1.15 x Earth,0.0671,9.8,0.0,Transit
1593,Neptune-like,0.341 x Jupiter,0.03486,2.8,0.07,Transit
1594,Neptune-like,2.1 x Earth,0.0746,9.0,0.0,Transit
1595,Neptune-like,0.239 x Jupiter,0.0692,7.1,0.0,Transit
1596,Super Earth,1.62 x Earth,0.035,2.5,0.0,Transit
1597,Super Earth,1.71 x Earth,0.1517,22.9,0.0,Transit
1598,Neptune-like,0.215 x Jupiter,0.1354,20.7,0.0,Transit
1599,Neptune-like,0.205 x Jupiter,0.0905,11.3,0.0,Transit
1600,Super Earth,1.91 x Earth,0.0532,5.7,0.0,Transit
1601,Neptune-like,0.202 x Jupiter,0.0818,10.9,0.0,Transit
1602,Gas Giant,0.683 x Jupiter,0.045,3.0,0.0,Transit
1603,Neptune-like,0.221 x Jupiter,0.0392,2.6,0.0,Transit
1604,Neptune-like,2.14 x Earth,0.0636,6.7,0.0,Transit
1605,Neptune-like,2.14 x Earth,0.1148,16.2,0.0,Transit
1606,Neptune-like,0.287 x Jupiter,0.1627,20.3,0.0,Transit
1607,Neptune-like,0.348 x Jupiter,0.189,25.5,0.0,Transit
1608,Super Earth,2.07 x Earth,0.0619,6.5,0.0,Transit
1609,Super Earth,1.58 x Earth,0.1014,12.6,0.0,Transit
1610,Super Earth,0.222 x Jupiter,0.05983,5.1,0.0,Transit
1611,Super Earth,1.58 x Earth,0.0708,8.1,0.0,Transit
1612,Neptune-like,0.207 x Jupiter,0.0591,7.1,0.0,Transit
1613,Neptune-like,0.223 x Jupiter,0.1898,30.9,0.0,Transit
1614,Neptune-like,0.258 x Jupiter,0.1112,14.0,0.0,Transit
1615,Neptune-like,2.15 x Earth,0.0559,7.0,0.0,Transit
1616,Super Earth,1.08 x Earth,0.04,5.6,0.11,Transit
1617,Super Earth,1.16 x Earth,0.078,15.2,0.11,Transit
1618,Super Earth,1.01 x Earth,0.05,7.8,0.11,Transit
1619,Super Earth,1.29 x Earth,0.106,24.2,0.11,Transit
1620,Neptune-like,0.219 x Jupiter,0.07619,7.5,0.0,Transit
1621,Neptune-like,0.206 x Jupiter,0.1402,19.6,0.0,Transit
1622,Neptune-like,0.238 x Jupiter,0.081,7.8,0.0,Transit
1623,Neptune-like,0.247 x Jupiter,0.1429,18.3,0.0,Transit
1624,Neptune-like,0.205 x Jupiter,0.076,8.2,0.14,Transit
1625,Neptune-like,0.329 x Jupiter,0.0987,11.0,0.0,Transit
1626,Neptune-like,0.238 x Jupiter,0.1814,28.7,0.0,Transit
1627,Super Earth,2.01 x Earth,0.135,19.1,0.0,Transit
1628,Super Earth,1.47 x Earth,0.0596,5.6,0.0,Transit
1629,Neptune-like,0.228 x Jupiter,Unknown,28.9,0.0,Transit
1630,Super Earth,1.97 x Earth,0.059,6.1,0.06,Transit
1631,Super Earth,1.244 x Earth,0.03014,2.7,0.07,Transit
1632,Super Earth,1.483 x Earth,0.07131,10.0,0.06,Transit
1633,Neptune-like,0.215 x Jupiter,0.0665,6.4,0.0,Transit
1634,Super Earth,2.03 x Earth,0.1768,27.9,0.0,Transit
1635,Super Earth,1.2 x Earth,0.013,0.7,0.24,Transit
1636,Super Earth,1.96 x Earth,0.077,8.8,0.0,Transit
1637,Gas Giant,0.678 x Jupiter,0.094,9.7,0.0,Transit
1638,Super Earth,1.23 x Earth,0.0345,4.6,0.26,Transit
1639,Terrestrial,0.615 x Earth,0.01462,1.1,0.15,Transit
1640,Neptune-like,0.319 x Jupiter,0.0856,10.4,0.0,Transit
1641,Neptune-like,0.215 x Jupiter,0.0532,5.1,0.0,Transit
1642,Neptune-like,0.232 x Jupiter,0.096,13.7,0.07,Transit
1643,Super Earth,1.3 x Earth,0.035,2.9,0.19,Transit
1644,Super Earth,1.1 x Earth,0.0164,1.4,0.09,Transit
