iter	MultiClass
0	1.169757168
1	1.017012841
2	0.8922021959
3	0.7895580687
4	0.7059140467
5	0.6396736995
6	0.5795196692
7	0.5286332714
8	0.4850528323
9	0.4439350888
10	0.4073256726
11	0.3749068977
12	0.3448076065
13	0.3186036787
14	0.2941270538
15	0.2726418606
16	0.2540587808
17	0.2376739363
18	0.2212233465
19	0.206210318
20	0.1941025766
21	0.1816512797
22	0.1711061653
23	0.1614682957
24	0.1522942662
25	0.1441585388
26	0.1364960186
27	0.1292753627
28	0.1228118993
29	0.1170944854
30	0.112257237
31	0.1080164281
32	0.103875634
33	0.1002882907
34	0.09588055026
35	0.09237693998
36	0.08864575433
37	0.08565548877
38	0.08305575515
39	0.08085432341
40	0.07853142672
41	0.07637963606
42	0.07372724049
43	0.07224454328
44	0.07069501488
45	0.06921141094
46	0.06753849207
47	0.06596475
48	0.06442690084
49	0.06332005612
50	0.06209794267
51	0.06126359678
52	0.06043572913
53	0.05982922616
54	0.05868154916
55	0.05806056009
56	0.05728063073
57	0.05642818136
58	0.05581879595
59	0.05522415717
60	0.05449105207
61	0.05388118425
62	0.05351136893
63	0.052846976
64	0.05217861081
65	0.05147984088
66	0.05111302631
67	0.05029974179
68	0.04987534482
69	0.04951612173
70	0.04905069143
71	0.0485159336
72	0.04817233101
73	0.04767697224
74	0.04743688949
75	0.0472274057
76	0.0468823171
77	0.04666588392
78	0.04631558978
79	0.04604551778
80	0.0456665041
81	0.04517183005
82	0.04498942078
83	0.04469250311
84	0.04438950289
85	0.04402053483
86	0.04364605149
87	0.04330832495
88	0.0430110172
89	0.04276758464
90	0.04247751436
91	0.04231688523
92	0.04219310725
93	0.04199430553
94	0.04167005591
95	0.04154206076
96	0.04133966212
97	0.04103606967
98	0.04080580428
99	0.0405878664
100	0.04046162299
101	0.04027093928
102	0.03991455833
103	0.03980091095
104	0.03959804681
105	0.03946944829
106	0.03932521919
107	0.03910365301
108	0.03894276796
109	0.03869822517
110	0.03853723445
111	0.03843337001
112	0.0382931494
113	0.03818223962
114	0.03805970219
115	0.03759732302
116	0.0374881694
117	0.03740888736
118	0.0370395715
119	0.03682175464
120	0.03670404734
121	0.03649842094
122	0.03633826347
123	0.03616091702
124	0.03597608585
125	0.03587309634
126	0.03571222057
127	0.03546213008
128	0.03535038921
129	0.03526561232
130	0.03513773783
131	0.0348623991
132	0.03482335777
133	0.03472786213
134	0.03461621067
135	0.03443063408
136	0.03432758191
137	0.03425424098
138	0.03406415428
139	0.03391511303
140	0.03367835267
141	0.03345407336
142	0.03320115745
143	0.03294873135
144	0.03273538047
145	0.03265727467
146	0.03252079233
147	0.03243838646
148	0.03224619322
149	0.03206801955
150	0.03189168073
151	0.03178803643
152	0.03150058238
153	0.03139517426
154	0.03134577336
155	0.03121082056
156	0.03095289183
157	0.03085972308
158	0.03059218039
159	0.03052357226
160	0.03039407249
161	0.03035279756
162	0.03011884477
163	0.03006575519
164	0.02998045433
165	0.02993974137
166	0.02983649977
167	0.02976967929
168	0.02962551918
169	0.02955283595
170	0.02944800597
171	0.02923436355
172	0.02914539526
173	0.02906665154
174	0.02897168041
175	0.02886185301
176	0.02872382027
177	0.02865083575
178	0.02857354024
179	0.02850960394
180	0.02840466448
181	0.02829404239
182	0.02817500317
183	0.02806697799
184	0.02799148955
185	0.02794784708
186	0.02780813212
187	0.02775123632
188	0.02765177391
189	0.02747237017
190	0.02732429954
191	0.02727678854
192	0.02721681957
193	0.02708397755
194	0.02700629895
195	0.02695500507
196	0.02688699934
197	0.02681456045
198	0.02674510299
199	0.02667017096
200	0.02660969358
201	0.02650681999
202	0.02645103213
203	0.02640571785
204	0.02627710947
205	0.02616810904
206	0.02599423733
207	0.02594726629
208	0.02585168647
209	0.02574231152
210	0.02568206
211	0.02561034133
212	0.02543613873
213	0.02535041236
214	0.02527586762
215	0.02522807018
216	0.02515707116
217	0.02507617054
218	0.02493678782
219	0.02477889834
220	0.0247250537
221	0.02467311384
222	0.02462837964
223	0.02454585927
224	0.02450014727
225	0.02444126894
226	0.02439670629
227	0.02435544709
228	0.02425149071
229	0.02416517142
230	0.02406199895
231	0.02402340258
232	0.02390185398
233	0.02384216445
234	0.02377747398
235	0.02375261353
236	0.02365113562
237	0.02359436149
238	0.02350562361
239	0.02341623352
240	0.02336376065
241	0.02332681605
242	0.02322123047
243	0.02305399513
244	0.02297574677
245	0.02289480728
246	0.02284226918
247	0.02271151692
248	0.02262975909
249	0.02255799126
250	0.02251444837
251	0.02241372417
252	0.02231278056
253	0.02226926606
254	0.02224089452
255	0.0221528111
256	0.0220768401
257	0.02202243029
258	0.02195455975
259	0.02188979497
260	0.02178893606
261	0.02171329617
262	0.02163939167
263	0.0215811268
264	0.02152521811
265	0.02145498789
266	0.021364105
267	0.02124763389
268	0.0212081858
269	0.02117036026
270	0.02112172231
271	0.02105580843
272	0.02100982885
273	0.02099028717
274	0.02089168298
275	0.02084313209
276	0.02080660959
277	0.02076923468
278	0.02071696611
279	0.02067560076
280	0.02060837097
281	0.02058034493
282	0.02053823485
283	0.02046257897
284	0.02039555398
285	0.02034809204
286	0.02031082513
287	0.02028012145
288	0.02021501688
289	0.02017325206
290	0.02009006127
291	0.0200606323
292	0.02001134411
293	0.01999558053
294	0.01996102528
295	0.01987154684
296	0.01984328147
297	0.01979061033
298	0.01971832631
299	0.0196679925
300	0.01960923665
301	0.01953976277
302	0.01948220725
303	0.01939729859
304	0.01934355568
305	0.01932166217
306	0.01926319937
307	0.01921275398
308	0.01918625696
309	0.01910202087
310	0.01907062478
311	0.01902721225
312	0.01891918982
313	0.0188708009
314	0.01882680652
315	0.01877159776
316	0.01873725398
317	0.01858821775
318	0.01855680795
319	0.01851567884
320	0.01848760654
321	0.0184366879
322	0.01839986311
323	0.01836729397
324	0.01831706576
325	0.01826615722
326	0.01822225499
327	0.01819827302
328	0.01811920193
329	0.01808662536
330	0.0180482724
331	0.01794858865
332	0.01792038883
333	0.01788299733
334	0.01785186108
335	0.01778242334
336	0.01773818677
337	0.01769795182
338	0.01762757258
339	0.01753467112
340	0.01748390904
341	0.01744208302
342	0.01739884138
343	0.01736867767
344	0.01731916524
345	0.01726531093
346	0.01722797172
347	0.01717770955
348	0.01710985955
349	0.01706121023
350	0.0170182286
351	0.01698275372
352	0.0169046469
353	0.01685420833
354	0.01679614397
355	0.01674758065
356	0.01670161555
357	0.01667686227
358	0.01664628715
359	0.01659277462
360	0.01655415029
361	0.01652890882
362	0.01649189707
363	0.01645159163
364	0.01641654196
365	0.01636609149
366	0.0163352685
367	0.01627664494
368	0.01625603115
369	0.01620505299
370	0.01615696846
371	0.01609782678
372	0.01605140544
373	0.01600743726
374	0.01594332033
375	0.01588962861
376	0.0158535458
377	0.01579747284
378	0.01575775643
379	0.01570641338
380	0.01567627864
381	0.01561964707
382	0.01555049215
383	0.01552292164
384	0.01549042726
385	0.0154349987
386	0.01534171715
387	0.01528706379
388	0.01525753746
389	0.01523332971
390	0.01521821248
391	0.01518998596
392	0.01514250835
393	0.0151142727
394	0.01508037435
395	0.01503995257
396	0.01500401353
397	0.01497978526
398	0.01492616785
399	0.01488604821
400	0.01485121991
401	0.01479250902
402	0.01477551853
403	0.01475998623
404	0.01470178523
405	0.01461126002
406	0.01455931352
407	0.01453204764
408	0.01448758822
409	0.01442992692
410	0.01439650014
411	0.01432568118
412	0.01429669559
413	0.0142784641
414	0.01420602816
415	0.01418794355
416	0.01417374047
417	0.01416557521
418	0.01413482911
419	0.0140986035
420	0.01406610905
421	0.01404458219
422	0.01401281471
423	0.01398003139
424	0.01394777721
425	0.01392417142
426	0.01386449845
427	0.01383612086
428	0.01378323437
429	0.01375997771
430	0.01372507648
431	0.01370200926
432	0.01369068236
433	0.01364823389
434	0.01363020615
435	0.0136076749
436	0.01358360197
437	0.0135473532
438	0.0135216815
439	0.01347921608
440	0.01343766112
441	0.01339567172
442	0.01334824655
443	0.01331267016
444	0.01328063449
445	0.01325876848
446	0.01323189023
447	0.01321304006
448	0.01320312884
449	0.01314824124
450	0.01310519882
451	0.01308034887
452	0.01305051259
453	0.01300991521
454	0.01299201925
455	0.01297497901
456	0.0129605035
457	0.01292738589
458	0.01289525393
459	0.01288150662
460	0.01286691706
461	0.01281602061
462	0.01280413986
463	0.01277184654
464	0.01273905277
465	0.01269721653
466	0.01266068096
467	0.01262062101
468	0.01258919843
469	0.01257808897
470	0.01256088623
471	0.0125380699
472	0.01250940661
473	0.01248343171
474	0.01245503004
475	0.01242574164
476	0.01240168298
477	0.01238757682
478	0.01232166854
479	0.01228857662
480	0.01227241069
481	0.01226016131
482	0.01224028924
483	0.01220562415
484	0.01215894207
485	0.01214884253
486	0.01213737404
487	0.01210270693
488	0.01207710748
489	0.01206844945
490	0.01205235084
491	0.01202359967
492	0.0120077508
493	0.01199097109
494	0.01193697812
495	0.01189771656
496	0.01186769702
497	0.01184524403
498	0.01181676341
499	0.01180814227
500	0.01178260798
501	0.01174584547
502	0.01171993138
503	0.01170167436
504	0.01166438559
505	0.01163778249
506	0.01161730283
507	0.01159355724
508	0.01153435603
509	0.01150027803
510	0.0114801914
511	0.01145568489
512	0.01143201313
513	0.01141469044
514	0.01138889462
515	0.0113780035
516	0.01136504011
517	0.01134542939
518	0.01132450453
519	0.01130072634
520	0.01126553812
521	0.01124077172
522	0.01119814332
523	0.0111763016
524	0.01114640777
525	0.01113425495
526	0.0111155208
527	0.0110965596
528	0.01105699582
529	0.01103575159
530	0.01102508804
531	0.01098557903
532	0.01096734494
533	0.01093013628
534	0.01089975304
535	0.01087798082
536	0.01085471113
537	0.01083874248
538	0.01080215061
539	0.01077599752
540	0.01076960335
541	0.01073731745
542	0.01072173762
543	0.01069626928
544	0.01067484282
545	0.01065550772
546	0.01063428335
